School Name,Primary Division,Sport Division,Subdivision,Membership Status,Primary Conference,Sport Conference,HBCU/Non-HBCU,Public/Private,Carnegie Classification,City/State ,Primary URL,Secondary URL,Latitude,Longitude,img_url_list,url_list
Johns Hopkins University,Division III,Division III,Non-DI,Active Member,Centennial Conference,Centennial Conference,Non-HBCU,Private,Research Universities,"Baltimore, MD",www.hopkinssports.com,www.jhu.edu/,39.2908816,-76.610759,/reason/local/luther_2014/images/logo_2x.png,https://www.luther.edu/sports/
Stevenson University,Division III,Division III,Non-DI,Active Member,Middle Atlantic Conferences,Middle Atlantic Conference Commonwealth,Non-HBCU,Private,Master's Colleges & Universities,"Stevenson, MD",www.gomustangsports.com,www.stevenson.edu,39.4102772,-76.7128314,/reason/local/luther_2014/images/logo_2x.png,https://www.luther.edu/sports/
George Washington University,Division I,Division I,DI Subdivision,Active Member,Atlantic 10 Conference,Atlantic 10 Conference,Non-HBCU,Private,Research Universities,"Washington, DC",gwsports.collegesports.com,www.gwu.edu/,38.8949855,-77.0365708,/reason/local/luther_2014/images/logo_2x.png,https://www.luther.edu/sports/
Washington and Lee University,Division III,Division III,Non-DI,Active Member,Old Dominion Athletic Conf.,Old Dominion Athletic Conf.,Non-HBCU,Private,Baccalaureate Colleges,"Lexington, VA",generalssports.com,www.wlu.edu,37.7802145,-79.44385152471813,/reason/local/luther_2014/images/logo_2x.png,https://www.luther.edu/sports/
Christopher Newport University,Division III,Division III,Non-DI,Active Member,Capital Athletic Conference Inc.,Capital Athletic Conference Inc.,Non-HBCU,Public,Master's Colleges & Universities,"Newport News, VA",CNUsports.com,www.cnu.edu,36.9786449,-76.4321089,/reason/local/luther_2014/images/logo_2x.png,https://www.luther.edu/sports/
Virginia Polytechnic Institute and State University,Division I,Division I,DI FBS,Active Member,Atlantic Coast Conference,Atlantic Coast Conference,Non-HBCU,Public,Research Universities,"Blacksburg, VA",www.hokiesports.com,www.vt.edu,37.2296566,-80.4136767,/reason/local/luther_2014/images/logo_2x.png,https://www.luther.edu/sports/
U.S. Naval Academy,Division I,Division I,DI FBS,Active Member,Patriot League,Patriot League,Non-HBCU,Public,Baccalaureate Colleges,"Annapolis, MD",www.navysports.com,www.usna.edu/,38.9786401,-76.492786,/reason/local/luther_2014/images/logo_2x.png,https://www.luther.edu/sports/
The Citadel,Division I,Division I,DI FCS,Active Member,Southern Conference,Southern Conference,Non-HBCU,Public,Master's Colleges & Universities,"Charleston, SC",citadelsports.com,www.citadel.edu,32.7876012,-79.9402728,/reason/local/luther_2014/images/logo_2x.png,https://www.luther.edu/sports/
Waynesburg University,Division III,Division III,Non-DI,Active Member,Presidents' Athletic Conference,Presidents' Athletic Conference,Non-HBCU,Private,Master's Colleges & Universities,"Waynesburg, PA",sports.waynesburg.edu,www.waynesburg.edu/,39.8964641,-80.1792299,/reason/local/luther_2014/images/logo_2x.png,https://www.luther.edu/sports/
University of South Carolina Aiken,Division II,Division II,Non-DI,Active Member,Peach Belt Conference,Peach Belt Conference,Non-HBCU,Public,Baccalaureate Colleges,"Aiken, SC",www.pacersports.com,www.usca.edu/,33.5598586,-81.721952,/reason/local/luther_2014/images/logo_2x.png,https://www.luther.edu/sports/
Western Carolina University,Division I,Division I,DI FCS,Active Member,Southern Conference,Southern Conference,Non-HBCU,Public,Master's Colleges & Universities,"Cullowhee, NC",www.catamountsports.com,www.wcu.edu/,35.3137739,-83.1765814,/reason/local/luther_2014/images/logo_2x.png,https://www.luther.edu/sports/
Wake Forest University,Division I,Division I,DI FBS,Active Member,Atlantic Coast Conference,Atlantic Coast Conference,Non-HBCU,Private,Research Universities,"Winston-Salem, NC",wakeforestsports.collegesports.com/,www.wfu.edu/,36.0998131,-80.2440518,/reason/local/luther_2014/images/logo_2x.png,https://www.luther.edu/sports/
Pfeiffer University,Division III,Division II,Non-DI,"Active Member, Currently Reclassifying",USA South Athletic Conference,USA South Athletic Conference,Non-HBCU,Private,Master's Colleges & Universities,"Misenheimer, NC",www.gofalconsports.com,www.pfeiffer.edu,35.4848625,-80.2883904,/reason/local/luther_2014/images/logo_2x.png,https://www.luther.edu/sports/
University of West Georgia,Division II,Division II,Non-DI,Active Member,Gulf South Conference,Gulf South Conference,Non-HBCU,Public,Research Universities,"Carrollton, GA",www.uwgsports.com,www.westga.edu,33.5801103,-85.0766113,/reason/local/luther_2014/images/logo_2x.png,https://www.luther.edu/sports/
Plattsburgh State University of New York,Division III,Division III,Non-DI,Active Member,State University of New York Athletic Conference,State University of New York Athletic Conference,Non-HBCU,Public,Master's Colleges & Universities,"Plattsburgh, NY",www.gocardinalsports.com/,www.plattsburgh.edu/,44.69282,-73.45562,/reason/local/luther_2014/images/logo_2x.png,https://www.luther.edu/sports/
Moravian College,Division III,Division III,Non-DI,Active Member,Landmark Conference,Landmark Conference,Non-HBCU,Private,Baccalaureate Colleges,"Bethlehem, PA",moraviansports.com/landing/index,www.moravian.edu,-1.45056,-48.4682453,/reason/local/luther_2014/images/logo_2x.png,https://www.luther.edu/sports/
Lehigh University,Division I,Division I,DI FCS,Active Member,Patriot League,Patriot League,Non-HBCU,Private,Research Universities,"Bethlehem, PA",www.lehighsports.com/,www1.lehigh.edu/,-1.45056,-48.4682453,/reason/local/luther_2014/images/logo_2x.png,https://www.luther.edu/sports/
U.S. Merchant Marine Academy,Division III,Division III,Non-DI,Active Member,Skyline Conference,Skyline Conference,Non-HBCU,Public,Baccalaureate Colleges,"Kings Point, NY",usmmasports.com,www.usmma.edu,40.8197448,-73.7349567,/reason/local/luther_2014/images/logo_2x.png,https://www.luther.edu/sports/
St. John's University (New York),Division I,Division I,DI Subdivision,Active Member,Big East Conference,Big East Conference,Non-HBCU,Private,Research Universities,"Queens, NY",www.redstormsports.com,www.stjohns.edu,40.7498243,-73.7976337,/reason/local/luther_2014/images/logo_2x.png,https://www.luther.edu/sports/
U.S. Coast Guard Academy,Division III,Division III,Non-DI,Active Member,New England Women's and Men's Athletic Conference,New England Women's and Men's Athletic Conference,Non-HBCU,Public,Baccalaureate Colleges,"New London, CT",www.cgasports.com,www.uscga.edu/,41.3556187,-72.0997804,/reason/local/luther_2014/images/logo_2x.png,https://www.luther.edu/sports/
Trinity College (Connecticut),Division III,Division III,Non-DI,Active Member,New England Small College Athletic Conference,New England Small College Athletic Conference,Non-HBCU,Private,Baccalaureate Colleges,"Hartford, CT",www.bantamsports.com,www.trincoll.edu,41.764582,-72.6908547,/reason/local/luther_2014/images/logo_2x.png,https://www.luther.edu/sports/
Willamette University,Division III,Division III,Non-DI,Active Member,Northwest Conference,Northwest Conference,Non-HBCU,Private,Baccalaureate Colleges,"Salem, OR",willamette.prestosports.com/landing/index,www.willamette.edu/,44.9391565,-123.033121,/reason/local/luther_2014/images/logo_2x.png,https://www.luther.edu/sports/
Tarleton State University,Division II,Division II,Non-DI,Active Member,Lone Star Conference,Lone Star Conference,Non-HBCU,Public,Master's Colleges & Universities,"Stephenville, TX",tarletonsports.com,www.tarleton.edu/,32.2191836,-98.2130634,/reason/local/luther_2014/images/logo_2x.png,https://www.luther.edu/sports/
Howard Payne University,Division III,Division III,Non-DI,Active Member,American Southwest Conference,American Southwest Conference,Non-HBCU,Private,Baccalaureate Colleges,"Brownwood, TX",www.hpusports.com,www.hputx.edu,31.7070026,-98.9831022,/reason/local/luther_2014/images/logo_2x.png,https://www.luther.edu/sports/
University of North Texas,Division I,Division I,DI FBS,Active Member,Conference USA,Conference USA,Non-HBCU,Public,Research Universities,"Denton, TX",www.meangreensports.com,www.unt.edu,33.1838787,-97.1413417,/reason/local/luther_2014/images/logo_2x.png,https://www.luther.edu/sports/
University of Central Oklahoma,Division II,Division II,Non-DI,Active Member,Mid-America Intercollegiate Athletics Association,Mid-America Intercollegiate Athletics Association,Non-HBCU,Public,Master's Colleges & Universities,"Edmond, OK",www.bronchosports.com,www.uco.edu,35.6571367,-97.4649038,/reason/local/luther_2014/images/logo_2x.png,https://www.luther.edu/sports/
University of Oklahoma,Division I,Division I,DI FBS,Active Member,Big 12 Conference,Big 12 Conference,Non-HBCU,Public,Research Universities,"Norman, OK",soonersports.com,www.ou.edu,35.2225717,-97.4394816,/reason/local/luther_2014/images/logo_2x.png,https://www.luther.edu/sports/
New Mexico State University,Division I,Division I,DI FBS,Active Member,Western Athletic Conference,Western Athletic Conference,Non-HBCU,Public,Research Universities,"Las Cruces, NM",www.nmstatesports.com,www.nmsu.edu,32.3140354,-106.7798078,/reason/local/luther_2014/images/logo_2x.png,https://www.luther.edu/sports/
Northwest Nazarene University,Division II,Division II,Non-DI,Active Member,Great Northwest Athletic Conference,Great Northwest Athletic Conference,Non-HBCU,Private,Master's Colleges & Universities,"Nampa, ID",nnusports.com,www.nnu.edu,43.5737361,-116.5596313,/reason/local/luther_2014/images/logo_2x.png,https://www.luther.edu/sports/
Grand Valley State University,Division II,Division II,Non-DI,Active Member,Great Lakes Intercollegiate Athletic Conference,Great Lakes Intercollegiate Athletic Conference,Non-HBCU,Public,Master's Colleges & Universities,"Allendale, MI",gvsulakers.com,www.gvsu.edu,42.9903205,-85.95296849268018,https://dbukjj6eu5tsf.cloudfront.net/sidearm.sites/gvsulakers.com/images/responsive2019/gvsu_logo.svg,https://gvsulakers.com
Florida Institute of Technology,Division II,Division II,Non-DI,Active Member,Sunshine State Conference,Sunshine State Conference,Non-HBCU,Private,Research Universities,"Melbourne, FL",www.fit.edu,www.floridatechsports.com,28.0836269,-80.6081089,/media/fit-website/site-assets/images/homepage-images/logo-tagline.jpg,https://www.fit.edu
Flagler College,Division II,Division II,Non-DI,Active Member,Peach Belt Conference,Peach Belt Conference,Non-HBCU,Private,Baccalaureate Colleges,"St. Augustine, FL",www.flagler.edu,www.flaglerathletics.com/,29.8946952,-81.3145395,/media/website/site-assets/images/icons/2x/2xflag-logo-white-header.png,https://www.flagler.edu
University of North Florida,Division I,Division I,DI Subdivision,Active Member,ASUN Conference,ASUN Conference,Non-HBCU,Public,Research Universities,"Jacksonville, FL",www.unf.edu,www.unfospreys.com,30.3321838,-81.655651,/image/unflogomobile.gif,https://www.unf.edu
Rollins College,Division II,Division II,Non-DI,Active Member,Sunshine State Conference,Sunshine State Conference,Non-HBCU,Private,Master's Colleges & Universities,"Winter Park, FL",www.rollins.edu/,www.rollinssports.com,28.5977707,-81.3510264,//www.rollins.edu/assets/images/logo-rollins-college-nav.svg,https://www.rollins.edu/
Jacksonville University,Division I,Division I,DI FCS,Active Member,ASUN Conference,ASUN Conference,Non-HBCU,Private,Master's Colleges & Universities,"Jacksonville, FL",www.ju.edu,www.judolphins.com,30.3321838,-81.655651,/_resources/img/logo-ju-white-300.png,https://www.ju.edu
Baldwin Wallace University,Division III,Division III,Non-DI,Active Member,Ohio Athletic Conference,Ohio Athletic Conference,Non-HBCU,Private,Master's Colleges & Universities,"Berea, OH",www.bw.edu,www.bwyellowjackets.com/landing/index,41.3661614,-81.8543026,/assets/uploads/images/bw_logo%20(1).jpg,https://www.bw.edu
Eckerd College,Division II,Division II,Non-DI,Active Member,Sunshine State Conference,Sunshine State Conference,Non-HBCU,Private,Baccalaureate Colleges,"St. Petersburg, FL",www.eckerd.edu/,www.eckerdtritons.com,27.7703796,-82.6695085,https://www.eckerd.edu/wp-content/themes/salient-child-ecc/img/logo.png,https://www.eckerd.edu/
University of South Florida,Division I,Division I,DI FBS,Active Member,American Athletic Conference,American Athletic Conference,Non-HBCU,Public,Research Universities,"Tampa, FL",www.gousfbulls.com/,www.usf.edu/,27.9477595,-82.458444,/images/responsive/main_logo.png,https://gousfbulls.com/
Bethune-Cookman University,Division I,Division I,DI FCS,Active Member,Mid-Eastern Athletic Conf.,Mid-Eastern Athletic Conf.,HBCU,Private,Baccalaureate Colleges,"Daytona Beach, FL",www.bcuathletics.com,www.cookman.edu,29.2108147,-81.0228331,/images/main_logo.png,https://bcuathletics.com/
Saint Leo University,Division II,Division II,Non-DI,Active Member,Sunshine State Conference,Sunshine State Conference,Non-HBCU,Private,Master's Colleges & Universities,"Saint Leo, FL",www.saintleo.edu/,www.saintleolions.com,28.3385285,-82.2494869,https://www.saintleo.edu/hubfs/images/website%20graphics/logo-footer.svg,https://www.saintleo.edu/
University of Florida,Division I,Division I,DI FBS,Active Member,Southeastern Conference,Southeastern Conference,Non-HBCU,Public,Research Universities,"Gainesville, FL",www.floridagators.com,www.ufl.edu,29.6519684,-82.3249846,https://s3.amazonaws.com/sidearm.sites/gatorzone.com/images/responsive/nav_logo.png,https://floridagators.com/
Westminster College (Missouri),Division III,Division III,Non-DI,Active Member,St. Louis Intercollegiate Athletic Conference,St. Louis Intercollegiate Athletic Conference,Non-HBCU,Private,Baccalaureate Colleges,"Fulton, MO",www.wcbluejays.com/landing/index,www.westminster-mo.edu/,38.8467082,-91.9479586,/images/setup/2018_logo.png,https://www.tampaspartans.com/landing/index
DePauw University,Division III,Division III,Non-DI,Active Member,North Coast Athletic Conference,North Coast Athletic Conference,Non-HBCU,Private,Baccalaureate Colleges,"Greencastle, IN",depauwtigers.com/landing/index,www.depauw.edu,39.6444898,-86.8647316,/images/setup/2018_logo.png,https://www.tampaspartans.com/landing/index
Kalamazoo College,Division III,Division III,Non-DI,Active Member,Michigan Intercol. Ath. Assn.,Michigan Intercol. Ath. Assn.,Non-HBCU,Private,Baccalaureate Colleges,"Kalamazoo, MI",hornets.kzoo.edu/landing/index,www.kzoo.edu/,42.291707,-85.5872286,/images/setup/2018_logo.png,https://www.tampaspartans.com/landing/index
